Date,Time,CE_strikes,PE_strikes
2025-01-07,14:05,"24500,25000,25500,25550,25600,25650,25700,25800,26000","24200,24500,24600,24700,24800,25000,25200,25300,25500,25550,25600,25650,25700,25800,26000"
2025-01-07,14:10,"24800,25000,25500,25550,25600,25700,26000","24200,24300,24400,24500,24600,24700,24750,24800,24850,25000,25100,25200,25300,25500,25600,25700,25800,26000"
2025-01-07,14:15,"24500,24800,25000,25100,25300,25400,25500,25550,25600,25650,25700,25800,26000","24200,24300,24400,24500,24600,24700,24750,24800,24900,25000,25100,25250,25400,25500,25550,25700,25800,26000"
2025-01-07,14:20,"24500,24900,25000,25350,25500,25550,25650,25800,26000","24200,24300,24400,24500,24600,24700,24800,24900,25000,25100,25200,25300,25500,25800,26000"
2025-01-07,14:25,"24500,25200,25500,25550,25650,25750,25800,26000,26050","24200,24300,24500,24700,24800,24950,25000,25100,25200,25300,25400,25500,25550,25800,26000"
2025-01-07,14:30,"24500,25300,25500,25800,26000,26050","24200,24300,24500,24700,24800,24900,24950,25100,25200,25300,25400,25450,25500,25600,26000"
2025-01-07,14:35,"24500,25000,25500,25600,25800,25900,26000","24200,24300,24500,24700,24750,24800,24900,24950,25000,25100,25200,25400,25450,25500,25550,25600,25800,26000"
2025-01-07,14:40,"24500,25000,25100,25500,25600,25700,25750,25800,26000","24200,24300,24500,24700,24800,24900,25000,25050,25100,25500,25600,25750,25800,26000"
2025-01-07,14:45,"24500,25200,25450,25500,25550,25700,26000","24300,24400,24500,24600,24700,24800,24900,25000,25100,25500,25550,26000,26050"
2025-01-07,14:50,"25100,25200,25500,25600,25650,25700,25800,26000","24200,24300,24400,24500,24600,24700,24800,24950,25000,25050,25100,25150,25200,25300,25400,25450,25500,25550,25600,25750,25800,26000"
2025-01-07,14:55,"24500,25000,25200,25300,25350,25500,25550,25600,25800,25850,25900,25950,26000,26050","24200,24300,24500,24700,24800,25000,25100,25200,25500,25600,25650,26000"
2025-01-07,15:00,"24500,25000,25100,25500,25600,25650,25700,26000","24200,24250,24300,24500,24600,24700,24800,24900,25000,25050,25100,25200,25300,25500,25600,26000"
2025-01-07,15:05,"24500,25200,25300,25500,25550,25600,25650,25800,26000","24200,24300,24400,24500,24700,24800,25000,25100,25450,25500,25550,25600,25750,25800,26000"
2025-01-07,15:10,"25000,25200,25300,25400,25500,25600,25650,25800,25900,26000,26050","24200,24300,24400,24500,24600,24700,24800,24900,24950,25000,25200,25300,25500,25550,25600,25800,26000"
2025-01-07,15:15,"24600,25000,25500,25550,25600,25700,25750,25800,25900,25950,26000","24200,24300,24400,24500,24700,24800,24900,25000,25050,25100,25150,25300,25350,25450,25500,25550,25600,25750,26000"
2025-01-07,15:20,"25000,25200,25300,25350,25400,25500,25550,25600,25650,25700,25750,25800,25900,26000","24200,24300,24400,24500,24600,24700,24750,24800,24900,25000,25100,25200,25300,25400,25450,25500,25550,25600,25700,25800,25900,26000"
2025-01-07,15:25,"24500,24700,24950,25000,25500,25600,25650,25700,25750,25800,26000,26050","24200,24300,24400,24500,24600,24700,24800,24900,24950,25000,25100,25200,25300,25400,25500,25600,25700,25800,25900,26000"
2025-01-07,15:30,,24500
